model,years,soum_code,Prec_jan,Prec_jan_std,Prec_feb,Prec_feb_std,Prec_mar,Prec_mar_std,Prec_apr,Prec_apr_std,Prec_may,Prec_may_std,Prec_jun,Prec_jun_std,Prec_jul,Prec_jul_std,Prec_aug,Prec_aug_std,Prec_sep,Prec_sep_std,Prec_oct,Prec_oct_std,Prec_nov,Prec_nov_std,Prec_dec,Prec_dec_std
HadGEM3-GC31-LL,2021 - 2040,1101,2.268292682926829,0.44307078352646223,2.658536585365854,0.5231124534031029,3.682926829268293,1.0692834252089254,10.121951219512194,1.0637054871881233,17.658536585365855,1.2612374120827214,46.02439024390244,2.762888245562204,91.51219512195122,2.0257121749118165,76.14634146341463,3.9296308745519606,33.75609756097561,1.5106207382636119,10.390243902439025,0.907369523792111,4.2439024390243905,0.4294345576014392,2.7560975609756095,0.4294345576014393
HadGEM3-GC31-LL,2021 - 2040,1104,1.0,0.0,1.7,0.45825756949558394,2.2,0.39999999999999997,6.3,0.45825756949558405,12.8,0.8717797887081347,41.3,0.9,74.3,1.004987562112089,70.6,1.2,26.1,0.7,6.1,0.3,3.0,0.0,2.0,0.0
HadGEM3-GC31-LL,2021 - 2040,1107,2.0,0.0,2.0,0.0,3.0,0.0,9.0,0.0,15.0,0.0,52.0,0.0,73.0,0.0,82.0,0.0,33.0,0.0,9.0,0.0,4.0,0.0,3.0,0.0
HadGEM3-GC31-LL,2021 - 2040,1110,1.8235294117647058,0.3812200410828153,2.3058823529411763,0.5535666049891101,4.08235294117647,0.93571947412462,10.647058823529411,1.9864593530313364,18.905882352941177,3.016127354979111,56.27058823529412,4.347787091746295,83.90588235294118,6.673253954338943,87.55294117647058,4.491838042109242,34.32941176470588,1.764941160786405,9.058823529411764,1.2305229990581537,3.847058823529412,0.4473683139254481,2.7294117647058824,0.4442637079646872
HadGEM3-GC31-LL,2021 - 2040,1113,1.7555555555555555,0.42975732457363813,2.0,0.6324555320336759,3.2888888888888888,0.8595146491472763,8.644444444444444,0.9464684195131936,16.244444444444444,1.6486432880881252,50.044444444444444,3.571215513927097,81.37777777777778,4.07315814619941,81.84444444444445,3.54623779083352,31.466666666666665,2.1039645117412666,8.533333333333333,0.7180219742846006,3.911111111111111,0.28458329944145994,2.3333333333333335,0.4714045207910317
HadGEM3-GC31-LL,2021 - 2040,1116,1.7176470588235293,0.45014415222844684,2.1058823529411765,0.3764705882352941,4.188235294117647,0.9761161653031314,9.858823529411765,1.32089934760571,17.4,1.5123024907502507,54.22352941176471,2.783888396124407,77.61176470588235,3.361001663184771,85.92941176470588,2.7172141239062686,33.588235294117645,1.3999505675899782,9.117647058823529,0.8732867557597945,3.8823529411764706,0.4949572698344148,2.8117647058823527,0.3908999464902624
HadGEM3-GC31-LL,2021 - 2040,1119,1.875,0.33071891388307384,2.25,0.4330127018922193,4.3125,0.9164298936634487,11.875,1.6153559979150107,19.75,2.75,58.1875,3.263792847286727,83.875,5.2544623892459255,90.625,2.9764702249476644,35.25,1.25,10.0,0.6123724356957945,3.8125,0.3903123748998999,2.8125,0.3903123748998999
HadGEM3-GC31-LL,2021 - 2040,1122,1.4166666666666667,0.4930066485916347,1.8888888888888888,0.3142696805273545,2.9166666666666665,0.6400954789890507,8.5,1.0408329997330663,15.583333333333334,1.479019945774904,49.666666666666664,2.4832774042918904,73.66666666666667,4.737556801183965,79.86111111111111,2.9735199659081357,31.416666666666668,1.1636866703140785,7.861111111111111,1.0840453500604366,3.5555555555555554,0.4969039949999533,2.4722222222222223,0.4992277987669841
HadGEM3-GC31-LL,2021 - 2040,1125,1.8333333333333333,0.3726779962499649,2.3333333333333335,0.4714045207910317,3.6666666666666665,0.7453559924999298,10.333333333333334,1.247219128924647,17.5,1.2583057392117916,55.666666666666664,2.134374745810949,79.16666666666667,2.5440562537456244,87.83333333333333,1.7716909687891083,34.166666666666664,0.8975274678557508,9.5,0.7637626158259734,3.6666666666666665,0.4714045207910317,2.6666666666666665,0.4714045207910317
HadGEM3-GC31-LL,2021 - 2040,2101,1.105263157894737,0.30689220499185793,1.0526315789473684,0.22329687826943603,2.736842105263158,0.96475277788544,6.894736842105263,0.44659375653887207,16.210526315789473,0.40768245749551757,38.68421052631579,0.5668594533825794,87.84210526315789,2.300186671938122,62.8421052631579,1.1815760168759815,33.36842105263158,0.871207650381413,7.0,0.0,2.0526315789473686,0.22329687826943603,2.0,0.0
HadGEM3-GC31-LL,2021 - 2040,2104,1.8478747203579418,0.3591422823003214,1.5033557046979866,0.4999887391191724,3.0604026845637584,0.9139352768080109,12.076062639821028,0.7962634638775224,22.13199105145414,2.007375955845801,54.46532438478747,2.1937538583376615,128.7874720357942,6.812741360115034,106.66666666666667,6.343862670871389,38.68903803131991,2.606898560300924,8.814317673378076,1.1188724418546514,3.8344519015659957,0.3950177429704706,2.8411633109619685,0.365523727346758
HadGEM3-GC31-LL,2021 - 2040,2107,1.2585034013605443,0.437812051964737,1.1445578231292517,0.3516544595215361,2.508503401360544,0.8854045954293881,7.3979591836734695,0.7455965413114924,16.292517006802722,0.9069713700207406,36.66836734693877,3.1064809455485523,74.01020408163265,12.643727356082515,62.166666666666664,4.661987450018177,28.773809523809526,3.107735758064079,7.894557823129252,1.034656754869934,2.92687074829932,0.27925874360354747,1.903061224489796,0.29587438096730573
