,zone,month,min_value,min_model,median_value,median_model,max_value,max_model,confidence_intervals
12,Tyva Republic,Temp_max_jan,-19.19853138145885,MPI-ESM1-2-HR,-18.15103505238511,INM-CM5-0,-17.485260486943407,ACCESS-CM2,"(-18.499882108679458, -17.865322013137288)"
13,Uvs,Temp_max_jan,-20.6891000751503,BCC-CSM2-MR,-19.617275175350706,CMCC-ESM2,-19.1094376252505,UKESM1-0-LL,"(-19.97917101095926, -19.397764350147572)"
14,Zavkhan,Temp_max_jan,-19.07395008053282,BCC-CSM2-MR,-18.021488115967266,MIROC6,-17.290475905450112,ACCESS-CM2,"(-18.42245571960864, -17.81924153055544)"
15,Almaty Region,Temp_max_jan_std,3.158300593389218,ACCESS-CM2,3.3131951474102097,MIROC6,3.3861364396020392,UKESM1-0-LL,"(3.2437015352714806, 3.327841326215062)"
16,Altai Republic,Temp_max_jan_std,3.611831588277519,GFDL-ESM4,3.73788970607586,MIROC6,4.010193740717103,EC-Earth3-Veg,"(3.6719786518026494, 3.8036781338434604)"
17,Altai krai,Temp_max_jan_std,1.3530023875746735,GFDL-ESM4,1.4898623157178006,MPI-ESM1-2-HR,1.6082406091037704,MRI-ESM2-0,"(1.4216075659189333, 1.5187238685644475)"
18,Altay Prefecture,Temp_max_jan_std,2.3185713309454266,GFDL-ESM4,2.5050035645479216,MPI-ESM1-2-HR,2.6208814690062736,ACCESS-CM2,"(2.439554514079951, 2.5325673009635064)"
19,BayanUlgii,Temp_max_jan_std,1.7839288705596856,GISS-E2-1-G,1.8099158856156567,MPI-ESM1-2-HR,1.975376604484628,UKESM1-0-LL,"(1.7930125619315127, 1.8555608502753256)"
20,Bortala Mongol AP,Temp_max_jan_std,2.1024438105440564,UKESM1-0-LL,2.1249417427410013,HadGEM3-GC31-LL,2.1670336590711985,INM-CM5-0,"(2.1170041360047587, 2.1387445491397794)"
21,Changji Hui AP,Temp_max_jan_std,2.1141274929689797,CMCC-ESM2,2.303412324352796,MRI-ESM2-0,2.5013010144454264,UKESM1-0-LL,"(2.253454732969508, 2.370394313898018)"
22,East Kazakhstan Region,Temp_max_jan_std,1.5717405707326566,CMCC-ESM2,1.6366241656789875,GISS-E2-1-G,1.780646341332711,ACCESS-CM2,"(1.6225345048102253, 1.6875376112914988)"
23,Govi-Altai,Temp_max_jan_std,2.64621306265971,GFDL-ESM4,2.7919415485830323,INM-CM5-0,2.899998103192645,UKESM1-0-LL,"(2.740867742613384, 2.8266612349174673)"
24,Ili Kazakh Autonomous Prefecture,Temp_max_jan_std,2.757099389608564,GFDL-ESM4,2.853513141056035,EC-Earth3-Veg,2.975875202084648,ACCESS-CM2,"(2.8201348828167214, 2.894659909733198)"
25,Khovd,Temp_max_jan_std,2.6204579202218934,GFDL-ESM4,2.77772395028973,CMCC-ESM2,2.8903804349156643,MRI-ESM2-0,"(2.7372730970603447, 2.8489420934072784)"
26,Pavlodar Region,Temp_max_jan_std,1.069909704267037,INM-CM5-0,1.265414892337367,UKESM1-0-LL,1.398717411007629,HadGEM3-GC31-LL,"(1.1907797845704455, 1.319925314280289)"
27,Tyva Republic,Temp_max_jan_std,2.6536759010253754,MIROC6,2.7740489665126637,FIO-ESM-2-0,2.964708501979441,EC-Earth3-Veg,"(2.7144410297591057, 2.8195209401815293)"
28,Uvs,Temp_max_jan_std,3.4340029513128165,HadGEM3-GC31-LL,3.50266785663534,MPI-ESM1-2-HR,3.6425411716651537,GFDL-ESM4,"(3.4858681558084106, 3.551799631514986)"
29,Zavkhan,Temp_max_jan_std,3.05862018785552,UKESM1-0-LL,3.3608206639843683,MIROC6,3.4454010680931177,GISS-E2-1-G,"(3.270101170410871, 3.3970361959066664)"
30,Almaty Region,Temp_max_feb,-3.292770547040169,CMCC-ESM2,-2.0954032897428903,INM-CM5-0,-1.4809586629611948,FIO-ESM-2-0,"(-2.6167430445879054, -1.8983325118886267)"
31,Altai Republic,Temp_max_feb,-10.723525960692283,MPI-ESM1-2-HR,-8.936139859562921,FIO-ESM-2-0,-8.218450929524787,INM-CM5-0,"(-9.529335156802617, -8.753260528120776)"
32,Altai krai,Temp_max_feb,-8.726524194489844,MPI-ESM1-2-HR,-7.089952282278777,GISS-E2-1-G,-5.7614211222663245,HadGEM3-GC31-LL,"(-7.545782146561858, -6.623182850714195)"
33,Altay Prefecture,Temp_max_feb,-8.023645656179138,MPI-ESM1-2-HR,-6.775233154604434,MIROC6,-6.314512668493324,GISS-E2-1-G,"(-7.392873557054241, -6.614669426307195)"
34,BayanUlgii,Temp_max_feb,-12.55606859520124,MPI-ESM1-2-HR,-11.05399453366873,MRI-ESM2-0,-10.4738087751548,INM-CM5-0,"(-11.591245092003334, -10.822720472714455)"
35,Bortala Mongol AP,Temp_max_feb,-5.900998615876482,GFDL-ESM4,-4.832751335386774,MIROC6,-4.311915159076731,FIO-ESM-2-0,"(-5.245779997921867, -4.619645528210027)"
36,Changji Hui AP,Temp_max_feb,-5.522212908633697,GFDL-ESM4,-3.9116092243818095,BCC-CSM2-MR,-3.347883609794112,FIO-ESM-2-0,"(-4.565741560554001, -3.8202535987587383)"
37,East Kazakhstan Region,Temp_max_feb,-7.813524319531092,MPI-ESM1-2-HR,-6.415520759961763,ACCESS-CM2,-5.783573782451198,INM-CM5-0,"(-6.999639557322579, -6.2143938802790135)"
38,Govi-Altai,Temp_max_feb,-6.345746435234542,GFDL-ESM4,-4.802420375799573,MRI-ESM2-0,-4.203411513859275,BCC-CSM2-MR,"(-5.382755691399535, -4.574613583448751)"
39,Ili Kazakh Autonomous Prefecture,Temp_max_feb,-7.241966723429408,GFDL-ESM4,-5.947084429886287,ACCESS-CM2,-5.481282368835847,FIO-ESM-2-0,"(-6.6032495941565115, -5.887401333389261)"
40,Khovd,Temp_max_feb,-10.513740764292637,GFDL-ESM4,-9.050503421753875,MRI-ESM2-0,-8.225057533914729,GISS-E2-1-G,"(-9.694866026973004, -8.803377558111967)"
41,Pavlodar Region,Temp_max_feb,-10.228867569326392,MPI-ESM1-2-HR,-8.502624641415215,MRI-ESM2-0,-6.740193702188695,HadGEM3-GC31-LL,"(-9.000678170941953, -7.900000228564406)"
42,Tyva Republic,Temp_max_feb,-14.934653791967616,MPI-ESM1-2-HR,-13.31362856179062,FIO-ESM-2-0,-12.33187653782046,INM-CM5-0,"(-13.850903058076177, -13.01565934461756)"
43,Uvs,Temp_max_feb,-16.46861848697395,MPI-ESM1-2-HR,-15.112283942885773,UKESM1-0-LL,-14.277174661823649,INM-CM5-0,"(-15.639106516945102, -14.79896337283446)"
44,Zavkhan,Temp_max_feb,-14.336636720790528,MPI-ESM1-2-HR,-13.077990325178478,MRI-ESM2-0,-12.288054479366185,BCC-CSM2-MR,"(-13.618099328391688, -12.744528167958387)"
45,Almaty Region,Temp_max_feb_std,2.9093955213746483,INM-CM5-0,3.003544359255995,GFDL-ESM4,3.139460886170232,UKESM1-0-LL,"(2.970330403510189, 3.0444370875175752)"
46,Altai Republic,Temp_max_feb_std,3.5635589394824687,CMCC-ESM2,3.680018866810861,GFDL-ESM4,3.845143798187323,EC-Earth3-Veg,"(3.633720783140711, 3.748534836864536)"
47,Altai krai,Temp_max_feb_std,1.2826316424202588,GFDL-ESM4,1.5595267169670712,MIROC6,1.7044405651012915,EC-Earth3-Veg,"(1.435869738347422, 1.6107209783578853)"
48,Altay Prefecture,Temp_max_feb_std,2.473405047336021,GFDL-ESM4,2.742560610437206,GISS-E2-1-G,2.9040039733138787,MPI-ESM1-2-HR,"(2.674932000105379, 2.79457737102876)"
49,BayanUlgii,Temp_max_feb_std,2.3012135258808484,GFDL-ESM4,2.385879982298001,EC-Earth3-Veg,2.556203318118847,UKESM1-0-LL,"(2.356253686335257, 2.428730168624302)"
50,Bortala Mongol AP,Temp_max_feb_std,2.67630101903119,UKESM1-0-LL,2.7752866680351684,INM-CM5-0,2.8150510071863435,MPI-ESM1-2-HR,"(2.7504410220151123, 2.791076093585923)"
51,Changji Hui AP,Temp_max_feb_std,2.288202063337652,GFDL-ESM4,2.435319738164652,EC-Earth3-Veg,2.5936173303338776,UKESM1-0-LL,"(2.378228786245324, 2.495529910335814)"
52,East Kazakhstan Region,Temp_max_feb_std,1.5860067017410282,CMCC-ESM2,1.6764343172338452,INM-CM5-0,1.7630133141808615,FIO-ESM-2-0,"(1.6548136839614125, 1.715822460823263)"
53,Govi-Altai,Temp_max_feb_std,3.14223285723122,ACCESS-CM2,3.271680519627048,GFDL-ESM4,3.419430062770344,FIO-ESM-2-0,"(3.2131256441517344, 3.322693597960898)"
54,Ili Kazakh Autonomous Prefecture,Temp_max_feb_std,2.9031304090285657,GFDL-ESM4,3.0169452523726754,UKESM1-0-LL,3.1176221776768203,MPI-ESM1-2-HR,"(2.980549148496548, 3.0511884198122714)"
55,Khovd,Temp_max_feb_std,2.171492352183297,GFDL-ESM4,2.4613287533212973,CMCC-ESM2,2.5292943824735103,MIROC6,"(2.362879778035045, 2.492125426683449)"
56,Pavlodar Region,Temp_max_feb_std,1.0911353304588416,GFDL-ESM4,1.3335069421649492,EC-Earth3-Veg,1.4086350040622666,MRI-ESM2-0,"(1.2631905952331997, 1.364727218321234)"
57,Tyva Republic,Temp_max_feb_std,2.6136506937559565,MPI-ESM1-2-HR,2.683021330540924,UKESM1-0-LL,3.022134382839719,EC-Earth3-Veg,"(2.6437096628331864, 2.7724935773013066)"
58,Uvs,Temp_max_feb_std,3.476603458446464,INM-CM5-0,3.52091789544109,MPI-ESM1-2-HR,3.580584321638079,GFDL-ESM4,"(3.505871414682918, 3.540213389135099)"
59,Zavkhan,Temp_max_feb_std,2.835613032207627,UKESM1-0-LL,3.1636206204051565,HadGEM3-GC31-LL,3.2920598277826936,ACCESS-CM2,"(3.074778200521546, 3.2131360556383677)"
60,Almaty Region,Temp_max_mar,3.670115149526018,BCC-CSM2-MR,4.904071365852827,MRI-ESM2-0,5.929823364932142,HadGEM3-GC31-LL,"(4.5155706919065315, 5.298203323603464)"
61,Altai Republic,Temp_max_mar,-4.570548547961279,BCC-CSM2-MR,-2.996817363046348,INM-CM5-0,-2.456658844235846,ACCESS-CM2,"(-3.448727838970177, -2.7951039757115477)"
62,Altai krai,Temp_max_mar,-2.3756168403183127,BCC-CSM2-MR,-0.5875321188662542,ACCESS-CM2,-0.119698011974424,MRI-ESM2-0,"(-1.1256993402110322, -0.37453832992810643)"
63,Altay Prefecture,Temp_max_mar,-0.6070673205624842,BCC-CSM2-MR,0.8890778533635676,MRI-ESM2-0,1.2489668465765935,GISS-E2-1-G,"(0.3006828476310598, 0.995718132410173)"
64,BayanUlgii,Temp_max_mar,-6.002446546052632,BCC-CSM2-MR,-4.3822909612035605,MRI-ESM2-0,-3.769690281540248,ACCESS-CM2,"(-4.833990333666248, -4.125400062484619)"
65,Bortala Mongol AP,Temp_max_mar,1.7333749829421397,BCC-CSM2-MR,3.054023461868372,MRI-ESM2-0,4.183406113537118,MIROC6,"(2.5712371428401486, 3.344094504139374)"
66,Changji Hui AP,Temp_max_mar,3.833634023994133,BCC-CSM2-MR,5.121018440905281,MRI-ESM2-0,6.410813158136001,MIROC6,"(4.624463453931766, 5.420142954041023)"
67,East Kazakhstan Region,Temp_max_mar,-1.7431829294752466,BCC-CSM2-MR,-0.0506791889991384,GFDL-ESM4,0.7526715440418092,INM-CM5-0,"(-0.6585474887765516, 0.12784325061745305)"
68,Govi-Altai,Temp_max_mar,1.6213112381729744,BCC-CSM2-MR,3.179637526652452,CMCC-ESM2,4.331844682835821,HadGEM3-GC31-LL,"(2.632912859796531, 3.4762441955431855)"
69,Ili Kazakh Autonomous Prefecture,Temp_max_mar,0.4383923144685178,BCC-CSM2-MR,1.830415446971403,MRI-ESM2-0,2.458928301269421,MIROC6,"(1.3116039888075552, 2.019440646863065)"
70,Khovd,Temp_max_mar,-0.8901162790697674,BCC-CSM2-MR,0.6924612592357073,MRI-ESM2-0,1.3232946114946706,HadGEM3-GC31-LL,"(0.16061339269100927, 0.8971445127811474)"
71,Pavlodar Region,Temp_max_mar,-2.8843923066962387,BCC-CSM2-MR,-0.4315979548631401,FIO-ESM-2-0,0.2390140350251009,HadGEM3-GC31-LL,"(-1.2520906849709776, -0.2019140481438676)"
72,Tyva Republic,Temp_max_mar,-6.48397442257322,BCC-CSM2-MR,-4.665846495753631,GFDL-ESM4,-4.004952650011906,ACCESS-CM2,"(-5.187381104257835, -4.408118929703958)"
73,Uvs,Temp_max_mar,-6.337655780310621,BCC-CSM2-MR,-4.507595268662325,UKESM1-0-LL,-3.840441038326653,ACCESS-CM2,"(-5.0806095302741126, -4.310277050579905)"
74,Zavkhan,Temp_max_mar,-5.733345213738464,BCC-CSM2-MR,-4.282169597771199,CMCC-ESM2,-3.4588888102907887,HadGEM3-GC31-LL,"(-4.758088948596084, -4.002963124412528)"
75,Almaty Region,Temp_max_mar_std,3.942830754491188,FIO-ESM-2-0,4.053261664859475,EC-Earth3-Veg,4.272990846940732,UKESM1-0-LL,"(4.018794643670454, 4.119496342193035)"
76,Altai Republic,Temp_max_mar_std,3.760304450805705,HadGEM3-GC31-LL,3.825429086496212,ACCESS-CM2,4.016596653392659,MRI-ESM2-0,"(3.8014943413880644, 3.8892406399915878)"
77,Altai krai,Temp_max_mar_std,0.9423759799117732,HadGEM3-GC31-LL,1.126054997274683,EC-Earth3-Veg,1.3770340365078029,CMCC-ESM2,"(1.057105869564942, 1.2090893314763427)"
78,Altay Prefecture,Temp_max_mar_std,3.9710627020326954,GFDL-ESM4,4.127234375669374,FIO-ESM-2-0,4.327043753055778,MIROC6,"(4.0480612807976675, 4.167089075755986)"
79,BayanUlgii,Temp_max_mar_std,3.0768905406796474,GFDL-ESM4,3.181096581684141,ACCESS-CM2,3.303087214591472,UKESM1-0-LL,"(3.141384128383311, 3.204485864569579)"
80,Bortala Mongol AP,Temp_max_mar_std,5.169109217285094,UKESM1-0-LL,5.342851724734906,MRI-ESM2-0,5.425304011808999,GFDL-ESM4,"(5.297201464114715, 5.370557234724752)"
81,Changji Hui AP,Temp_max_mar_std,3.240011140155004,HadGEM3-GC31-LL,3.290868730920304,ACCESS-CM2,3.387520919720817,MRI-ESM2-0,"(3.2739964152323067, 3.330595909202793)"
82,East Kazakhstan Region,Temp_max_mar_std,2.261199433765909,EC-Earth3-Veg,2.3206416449432234,BCC-CSM2-MR,2.6479240369051618,INM-CM5-0,"(2.3158587402675317, 2.4863734453136126)"
83,Govi-Altai,Temp_max_mar_std,3.7599053393497672,CMCC-ESM2,3.8742431682646576,MPI-ESM1-2-HR,4.104273186575737,MIROC6,"(3.83241840035505, 3.9357038116767153)"
84,Ili Kazakh Autonomous Prefecture,Temp_max_mar_std,4.492249615644822,ACCESS-CM2,4.590136823056304,FIO-ESM-2-0,4.72357816159654,MIROC6,"(4.545268398372473, 4.624077680426277)"
85,Khovd,Temp_max_mar_std,3.13509248558364,GFDL-ESM4,3.2113274154307074,EC-Earth3-Veg,3.418430029529701,UKESM1-0-LL,"(3.188087005455343, 3.2810650520243643)"
86,Pavlodar Region,Temp_max_mar_std,0.9315981380034902,GISS-E2-1-G,1.0795724368168342,ACCESS-CM2,1.3917111365744106,INM-CM5-0,"(1.0113740616784086, 1.1976586029829077)"
87,Tyva Republic,Temp_max_mar_std,2.4060836245964445,BCC-CSM2-MR,2.4249430830654872,CMCC-ESM2,2.6506646088684627,EC-Earth3-Veg,"(2.405540698842038, 2.4836144157400692)"
88,Uvs,Temp_max_mar_std,3.351181464252706,GFDL-ESM4,3.41166744516092,FIO-ESM-2-0,3.484783163632027,HadGEM3-GC31-LL,"(3.3918102651946196, 3.437937700512763)"
89,Zavkhan,Temp_max_mar_std,3.336039379908703,UKESM1-0-LL,3.547232684367569,GISS-E2-1-G,3.6331781175658233,HadGEM3-GC31-LL,"(3.466832060412794, 3.5775551491019746)"
90,Almaty Region,Temp_max_apr,15.416927385255406,GFDL-ESM4,16.398853619654915,ACCESS-CM2,17.278483683420855,HadGEM3-GC31-LL,"(15.995456979533706, 16.73046373797085)"
91,Altai Republic,Temp_max_apr,5.053138864953065,MPI-ESM1-2-HR,5.9296714579055445,ACCESS-CM2,6.425432334445585,INM-CM5-0,"(5.6715888719370415, 6.144156743458854)"
92,Altai krai,Temp_max_apr,10.699820997743014,MPI-ESM1-2-HR,11.617115145147482,CMCC-ESM2,12.364503074169196,GFDL-ESM4,"(11.244941891189383, 12.03844741776612)"
93,Altay Prefecture,Temp_max_apr,12.053741693436631,MPI-ESM1-2-HR,13.32683275856639,HadGEM3-GC31-LL,14.213240504535149,MIROC6,"(12.887015241411964, 13.59194126284216)"
94,BayanUlgii,Temp_max_apr,3.2013931888544893,MPI-ESM1-2-HR,4.322012867647059,HadGEM3-GC31-LL,4.84984520123839,BCC-CSM2-MR,"(3.9050553627781546, 4.488233543434635)"
95,Bortala Mongol AP,Temp_max_apr,13.918839919291951,MPI-ESM1-2-HR,14.714224793356207,ACCESS-CM2,15.536057879756706,BCC-CSM2-MR,"(14.361595523885178, 15.02298143368236)"
96,Changji Hui AP,Temp_max_apr,16.368482488998325,MPI-ESM1-2-HR,17.473972522003354,UKESM1-0-LL,17.94773548826488,MRI-ESM2-0,"(17.123978636614638, 17.660613676719557)"
97,East Kazakhstan Region,Temp_max_apr,12.053764590460858,MPI-ESM1-2-HR,13.1336237799356,GFDL-ESM4,13.858040161501307,BCC-CSM2-MR,"(12.698620896239207, 13.340981005745403)"
98,Govi-Altai,Temp_max_apr,11.023071028784647,MPI-ESM1-2-HR,12.249647687899786,UKESM1-0-LL,12.964488106343284,MRI-ESM2-0,"(11.904556309551898, 12.524432844950317)"
99,Ili Kazakh Autonomous Prefecture,Temp_max_apr,12.984963444325604,MPI-ESM1-2-HR,14.025236257318172,ACCESS-CM2,14.744797237390229,BCC-CSM2-MR,"(13.724437197946834, 14.351992227165326)"
100,Khovd,Temp_max_apr,9.397402646560078,MPI-ESM1-2-HR,10.606764020106588,CMCC-ESM2,11.460330365794574,MIROC6,"(10.264868059228798, 10.950984747121831)"
101,Pavlodar Region,Temp_max_apr,12.873650326710582,EC-Earth3-Veg,14.274765591797705,MIROC6,15.24066019443264,BCC-CSM2-MR,"(13.568068775720995, 14.48541118235217)"
102,Tyva Republic,Temp_max_apr,4.295967809945234,MPI-ESM1-2-HR,5.592777080522263,INM-CM5-0,6.048035806413208,GFDL-ESM4,"(5.185164679558344, 5.714716244293976)"
103,Uvs,Temp_max_apr,7.76821690255511,MPI-ESM1-2-HR,8.963166176102204,INM-CM5-0,9.526032533817636,GFDL-ESM4,"(8.621459911960867, 9.236024648506218)"
104,Zavkhan,Temp_max_apr,5.711892466916246,MPI-ESM1-2-HR,7.01345932004179,GISS-E2-1-G,7.575866135948111,MRI-ESM2-0,"(6.621121118528379, 7.197019841536717)"
105,Almaty Region,Temp_max_apr_std,4.9661102022418575,EC-Earth3-Veg,5.0286698708534665,FIO-ESM-2-0,5.079199247933979,GFDL-ESM4,"(5.003131102087834, 5.045857371663813)"
106,Altai Republic,Temp_max_apr_std,3.971451924097287,CMCC-ESM2,4.112499127119829,EC-Earth3-Veg,4.290156867824438,FIO-ESM-2-0,"(4.07542516256941, 4.173920264037649)"
107,Altai krai,Temp_max_apr_std,1.619264173428162,MPI-ESM1-2-HR,1.7062978090898662,MRI-ESM2-0,1.8293709988384292,HadGEM3-GC31-LL,"(1.67566380194168, 1.754581416302934)"
108,Altay Prefecture,Temp_max_apr_std,5.885409424147851,MPI-ESM1-2-HR,5.985957114047328,EC-Earth3-Veg,6.065095298810759,MRI-ESM2-0,"(5.940443508303647, 6.01189983275331)"
109,BayanUlgii,Temp_max_apr_std,3.547003418234013,MIROC6,3.634527614189282,HadGEM3-GC31-LL,3.7090173028962634,MRI-ESM2-0,"(3.5980150356937095, 3.6601656573688004)"
110,Bortala Mongol AP,Temp_max_apr_std,7.561784376684735,UKESM1-0-LL,7.597004013083058,INM-CM5-0,7.703403409518526,GFDL-ESM4,"(7.5824401561991746, 7.629571948402548)"
111,Changji Hui AP,Temp_max_apr_std,5.114369858065964,HadGEM3-GC31-LL,5.191724935810698,MRI-ESM2-0,5.312346483512474,GFDL-ESM4,"(5.167826377439405, 5.235580407992802)"
112,East Kazakhstan Region,Temp_max_apr_std,3.555599242172452,MIROC6,3.68749529949022,MRI-ESM2-0,4.05689599043084,HadGEM3-GC31-LL,"(3.6310472626234875, 3.792356597647554)"
113,Govi-Altai,Temp_max_apr_std,4.03438607689779,MIROC6,4.158866973621355,INM-CM5-0,4.224981015026096,HadGEM3-GC31-LL,"(4.112764269992235, 4.183744548937543)"
114,Ili Kazakh Autonomous Prefecture,Temp_max_apr_std,6.33259726629638,CMCC-ESM2,6.39263827637406,UKESM1-0-LL,6.436386358726711,MRI-ESM2-0,"(6.368784315304217, 6.410035808783269)"
115,Khovd,Temp_max_apr_std,4.298022826123747,BCC-CSM2-MR,4.38271300748849,CMCC-ESM2,4.523885733652833,UKESM1-0-LL,"(4.356009044203941, 4.4185930381095995)"
116,Pavlodar Region,Temp_max_apr_std,0.7867978063699146,UKESM1-0-LL,1.0023319020395995,GFDL-ESM4,1.2685336326808778,CMCC-ESM2,"(0.9432726648887044, 1.0962403665463563)"
117,Tyva Republic,Temp_max_apr_std,3.4025407652679163,UKESM1-0-LL,3.487489337271249,GFDL-ESM4,3.5757103280293627,CMCC-ESM2,"(3.4592514875616964, 3.526701737128812)"
118,Uvs,Temp_max_apr_std,3.001610714617277,GISS-E2-1-G,3.049609087146861,BCC-CSM2-MR,3.111008544662804,UKESM1-0-LL,"(3.03663395441992, 3.07530991546094)"
119,Zavkhan,Temp_max_apr_std,3.3618582891087514,GISS-E2-1-G,3.479365754341166,MPI-ESM1-2-HR,3.616181976548852,MIROC6,"(3.4331559948790464, 3.5255702584207387)"
120,Almaty Region,Temp_max_may,21.702156362954376,EC-Earth3-Veg,22.715310219600354,INM-CM5-0,23.47986002182364,HadGEM3-GC31-LL,"(22.41506125939096, 23.018708459262477)"
121,Altai Republic,Temp_max_may,11.925256444338515,GFDL-ESM4,12.698005280140803,CMCC-ESM2,13.97505225139337,UKESM1-0-LL,"(12.46756712317829, 13.201525895584263)"
122,Altai krai,Temp_max_may,19.43450852206397,EC-Earth3-Veg,20.39196022063974,GISS-E2-1-G,21.848059673904583,UKESM1-0-LL,"(20.012588614947397, 20.815462019043878)"
123,Altay Prefecture,Temp_max_may,19.35997732426304,GFDL-ESM4,20.36543170508944,CMCC-ESM2,21.40593505920887,HadGEM3-GC31-LL,"(20.02318917107556, 20.832334466442123)"
124,BayanUlgii,Temp_max_may,10.10185758513932,GFDL-ESM4,10.952352215557276,CMCC-ESM2,12.139287441950463,HadGEM3-GC31-LL,"(10.612304646910848, 11.50795278045281)"
125,Bortala Mongol AP,Temp_max_may,19.562446389582032,EC-Earth3-Veg,20.58490428103556,MIROC6,21.15215123986276,MRI-ESM2-0,"(20.227134102897637, 20.790534841149586)"
126,Changji Hui AP,Temp_max_may,23.32181540758592,GFDL-ESM4,24.250753090947192,CMCC-ESM2,25.08288093304694,UKESM1-0-LL,"(23.92602338502757, 24.62352571750968)"
127,East Kazakhstan Region,Temp_max_may,19.615241057053733,EC-Earth3-Veg,20.855911337794325,BCC-CSM2-MR,21.81831731736768,UKESM1-0-LL,"(20.401984686309866, 21.15542461675374)"
128,Govi-Altai,Temp_max_may,18.967942097547976,INM-CM5-0,19.59681170042644,FIO-ESM-2-0,20.68451992270789,HadGEM3-GC31-LL,"(19.42762501626235, 20.134723269779958)"
129,Ili Kazakh Autonomous Prefecture,Temp_max_may,19.566948955753208,EC-Earth3-Veg,20.53293880882684,ACCESS-CM2,21.2056019196127,HadGEM3-GC31-LL,"(20.08643028351616, 20.778906698798973)"
130,Khovd,Temp_max_may,16.87781007751938,GFDL-ESM4,17.600348231589148,FIO-ESM-2-0,18.784341690891477,HadGEM3-GC31-LL,"(17.403135441004665, 18.176220132564204)"
131,Pavlodar Region,Temp_max_may,21.23326604334892,EC-Earth3-Veg,22.31046469932002,INM-CM5-0,23.587388440288997,UKESM1-0-LL,"(21.85308550392833, 22.698826795019006)"
132,Tyva Republic,Temp_max_may,13.038621616794984,GFDL-ESM4,13.928152779982538,HadGEM3-GC31-LL,15.035424438447496,MIROC6,"(13.63711948275384, 14.31948726869774)"
133,Uvs,Temp_max_may,17.37857746743487,CMCC-ESM2,18.13823741232465,FIO-ESM-2-0,19.21364760771543,UKESM1-0-LL,"(17.821306300056555, 18.58790707862387)"
134,Zavkhan,Temp_max_may,14.49836349686575,GFDL-ESM4,15.455319247344594,ACCESS-CM2,16.55753199547275,MIROC6,"(15.11190135551712, 15.938367198843373)"
135,Almaty Region,Temp_max_may_std,5.433862459875661,BCC-CSM2-MR,5.553330088850044,FIO-ESM-2-0,5.639416830130814,INM-CM5-0,"(5.517551270452608, 5.5798672929029705)"
136,Altai Republic,Temp_max_may_std,4.241740148429081,MRI-ESM2-0,4.356834930735153,ACCESS-CM2,4.477789234245984,UKESM1-0-LL,"(4.315726555577502, 4.3900800976637075)"
137,Altai krai,Temp_max_may_std,1.7125816122788398,MPI-ESM1-2-HR,1.7906789812454578,GISS-E2-1-G,1.8596452499940272,HadGEM3-GC31-LL,"(1.7563611074145011, 1.8160317169443296)"
138,Altay Prefecture,Temp_max_may_std,6.098670012297672,BCC-CSM2-MR,6.242138218511594,HadGEM3-GC31-LL,6.347991048276639,GISS-E2-1-G,"(6.199822880332604, 6.2839379974797005)"
139,BayanUlgii,Temp_max_may_std,3.817103315284918,CMCC-ESM2,3.916589097567843,GISS-E2-1-G,3.9552313586880494,UKESM1-0-LL,"(3.886739607429429, 3.929857987999976)"
140,Bortala Mongol AP,Temp_max_may_std,8.01551077902223,GFDL-ESM4,8.069745082729057,EC-Earth3-Veg,8.10466565926467,BCC-CSM2-MR,"(8.047532686018682, 8.083329185133335)"
141,Changji Hui AP,Temp_max_may_std,5.80102179476344,EC-Earth3-Veg,5.866229098443031,MIROC6,5.925689415681706,MRI-ESM2-0,"(5.84220545647059, 5.881998854141842)"
142,East Kazakhstan Region,Temp_max_may_std,3.6881679557046985,MIROC6,3.7723241557479543,ACCESS-CM2,3.945277689708213,INM-CM5-0,"(3.7511482893447856, 3.856758621897679)"
143,Govi-Altai,Temp_max_may_std,4.161996642023952,BCC-CSM2-MR,4.269674573503658,FIO-ESM-2-0,4.332145399579708,GFDL-ESM4,"(4.237565163136231, 4.289203326071143)"
144,Ili Kazakh Autonomous Prefecture,Temp_max_may_std,6.799957482319777,CMCC-ESM2,6.892296678457504,FIO-ESM-2-0,6.942680560584783,MRI-ESM2-0,"(6.863708041646939, 6.913973475643306)"
145,Khovd,Temp_max_may_std,4.709480235730317,CMCC-ESM2,4.758083275420005,FIO-ESM-2-0,4.786439769605992,GFDL-ESM4,"(4.745533654269191, 4.771004003217967)"
146,Pavlodar Region,Temp_max_may_std,0.6611625724033009,HadGEM3-GC31-LL,0.7656355069709317,UKESM1-0-LL,0.8913738953453966,MRI-ESM2-0,"(0.7291103944542756, 0.7970000751148858)"
147,Tyva Republic,Temp_max_may_std,3.8337596773270417,EC-Earth3-Veg,3.922849677732376,UKESM1-0-LL,3.995949055373556,HadGEM3-GC31-LL,"(3.892683031261133, 3.9453857880750256)"
148,Uvs,Temp_max_may_std,3.483922123593977,GISS-E2-1-G,3.574260709806448,FIO-ESM-2-0,3.6328274161081615,EC-Earth3-Veg,"(3.5465976290891996, 3.5946032927352816)"
149,Zavkhan,Temp_max_may_std,2.8192148372904167,GISS-E2-1-G,3.060627062018476,MPI-ESM1-2-HR,3.134652839499305,HadGEM3-GC31-LL,"(2.9926660120917377, 3.094864851324528)"
