,zone,month,min_value,min_model,median_value,median_model,max_value,max_model,confidence_intervals
150,Almaty Region,Temp_max_jun,27.32444758917002,CMCC-ESM2,28.50911733615222,GISS-E2-1-G,29.224154760280975,HadGEM3-GC31-LL,"(28.123862153966915, 28.78544089294866)"
151,Altai Republic,Temp_max_jun,17.504898568128482,MPI-ESM1-2-HR,18.645100744353183,MRI-ESM2-0,19.689791727779408,UKESM1-0-LL,"(18.230827844836128, 18.970833093686345)"
152,Altai krai,Temp_max_jun,25.081990816405945,MPI-ESM1-2-HR,26.025884796482217,MRI-ESM2-0,27.60724813215036,UKESM1-0-LL,"(25.690166071745793, 26.63074523832323)"
153,Altay Prefecture,Temp_max_jun,25.385865457294027,MPI-ESM1-2-HR,26.275710978835978,FIO-ESM-2-0,27.07575113378685,UKESM1-0-LL,"(25.94711843712099, 26.62660920208284)"
154,BayanUlgii,Temp_max_jun,16.17913482004644,CMCC-ESM2,17.084985729489166,FIO-ESM-2-0,17.98368445239938,UKESM1-0-LL,"(16.800251522723414, 17.47128969244686)"
155,Bortala Mongol AP,Temp_max_jun,24.695507446974425,CMCC-ESM2,25.73094393325016,MIROC6,26.26219880692452,ACCESS-CM2,"(25.364616569273075, 25.994642212338327)"
156,Changji Hui AP,Temp_max_jun,28.41188181056161,CMCC-ESM2,29.393984440486168,INM-CM5-0,30.06089558885164,MRI-ESM2-0,"(29.018080570251097, 29.69489455709432)"
157,East Kazakhstan Region,Temp_max_jun,25.60363629502918,MPI-ESM1-2-HR,26.861016426846447,INM-CM5-0,27.60163639565305,UKESM1-0-LL,"(26.25011793755907, 27.00780256378)"
158,Govi-Altai,Temp_max_jun,24.3927621934968,CMCC-ESM2,25.314722148187634,GISS-E2-1-G,26.352058901918976,MRI-ESM2-0,"(25.064462121377638, 25.72853161529614)"
159,Ili Kazakh Autonomous Prefecture,Temp_max_jun,24.82896764523756,CMCC-ESM2,25.758815230240938,INM-CM5-0,26.448990936725963,UKESM1-0-LL,"(25.43735905675111, 26.085540812041433)"
160,Khovd,Temp_max_jun,22.67680323401163,CMCC-ESM2,23.600096899224805,FIO-ESM-2-0,24.582324975775197,MRI-ESM2-0,"(23.29524796967697, 23.988365346512644)"
161,Pavlodar Region,Temp_max_jun,27.51196444698257,MPI-ESM1-2-HR,28.76027279005525,GFDL-ESM4,30.16118718125797,UKESM1-0-LL,"(28.312054302516692, 29.212422684717275)"
162,Tyva Republic,Temp_max_jun,19.828549140804824,MPI-ESM1-2-HR,20.788785320263518,EC-Earth3-Veg,21.82352766092547,UKESM1-0-LL,"(20.381560702068608, 21.031496347636196)"
163,Uvs,Temp_max_jun,23.177093248997995,CMCC-ESM2,24.330160320641284,FIO-ESM-2-0,25.23544902304609,UKESM1-0-LL,"(23.965819965974298, 24.680490202439458)"
164,Zavkhan,Temp_max_jun,20.735884990423123,CMCC-ESM2,21.75133178434616,GISS-E2-1-G,22.655909912066864,UKESM1-0-LL,"(21.38606575713676, 22.0510432987038)"
165,Almaty Region,Temp_max_jun_std,5.7741075134638695,GFDL-ESM4,5.900074623091718,HadGEM3-GC31-LL,6.007912510241706,EC-Earth3-Veg,"(5.854173810068495, 5.939998250687813)"
166,Altai Republic,Temp_max_jun_std,3.716957079185897,GISS-E2-1-G,3.921667138475247,CMCC-ESM2,3.974736509657017,FIO-ESM-2-0,"(3.856351420835583, 3.944795921821322)"
167,Altai krai,Temp_max_jun_std,1.7154036157529102,MRI-ESM2-0,1.81091878534042,UKESM1-0-LL,1.9417471112990696,GFDL-ESM4,"(1.7775804992529163, 1.8439437722543501)"
168,Altay Prefecture,Temp_max_jun_std,5.761253955442943,GISS-E2-1-G,5.855938012465942,FIO-ESM-2-0,5.990980300371429,MRI-ESM2-0,"(5.833629704638992, 5.900422435347468)"
169,BayanUlgii,Temp_max_jun_std,3.370831608627387,CMCC-ESM2,3.4454153116201383,MPI-ESM1-2-HR,3.583655865417964,GISS-E2-1-G,"(3.4167289632424516, 3.4756446641511745)"
170,Bortala Mongol AP,Temp_max_jun_std,8.00018076857463,HadGEM3-GC31-LL,8.07257117202613,CMCC-ESM2,8.155802922881529,MRI-ESM2-0,"(8.047281887179839, 8.099786318214434)"
171,Changji Hui AP,Temp_max_jun_std,6.02097125750107,HadGEM3-GC31-LL,6.068602456810041,FIO-ESM-2-0,6.130064891528213,MRI-ESM2-0,"(6.051841404951137, 6.086523188882396)"
172,East Kazakhstan Region,Temp_max_jun_std,3.806849511136302,GISS-E2-1-G,3.953563202115192,INM-CM5-0,4.097885668895753,GFDL-ESM4,"(3.9106450156168315, 3.9943231563951485)"
173,Govi-Altai,Temp_max_jun_std,4.127572091576159,FIO-ESM-2-0,4.174380166180614,CMCC-ESM2,4.216937232569897,MPI-ESM1-2-HR,"(4.154201644303902, 4.18898005712165)"
174,Ili Kazakh Autonomous Prefecture,Temp_max_jun_std,6.810930502077307,GISS-E2-1-G,6.868455726052671,EC-Earth3-Veg,6.988342118793574,MRI-ESM2-0,"(6.83731088763405, 6.906491450576766)"
175,Khovd,Temp_max_jun_std,4.684473661788465,UKESM1-0-LL,4.703467989776021,CMCC-ESM2,4.763962473024832,GISS-E2-1-G,"(4.697855647946815, 4.7251935988886515)"
176,Pavlodar Region,Temp_max_jun_std,0.6931272527818712,HadGEM3-GC31-LL,0.7553856165721149,MIROC6,0.8456109530696487,MRI-ESM2-0,"(0.7311919243155864, 0.7816686736997112)"
177,Tyva Republic,Temp_max_jun_std,3.28380735764273,GISS-E2-1-G,3.3923689963580155,HadGEM3-GC31-LL,3.5191450685042547,MRI-ESM2-0,"(3.349808024942012, 3.426354670903804)"
178,Uvs,Temp_max_jun_std,3.442115039999692,GISS-E2-1-G,3.716822224483177,INM-CM5-0,3.775189970380696,MIROC6,"(3.6512707429821307, 3.7539853630482196)"
179,Zavkhan,Temp_max_jun_std,2.8516897190808854,GISS-E2-1-G,3.1519229624925176,HadGEM3-GC31-LL,3.263599062085161,MRI-ESM2-0,"(3.0809954089409675, 3.199852413770231)"
180,Almaty Region,Temp_max_jul,30.66064882697947,CMCC-ESM2,31.70725422832981,EC-Earth3-Veg,33.084696600286435,UKESM1-0-LL,"(31.503720554266515, 32.347619028881006)"
181,Altai Republic,Temp_max_jul,19.58125550014667,CMCC-ESM2,20.721192981812848,MRI-ESM2-0,22.335625825022,UKESM1-0-LL,"(20.357543096325003, 21.25122477210021)"
182,Altai krai,Temp_max_jul,26.818427017666743,CMCC-ESM2,27.830485349054403,MRI-ESM2-0,30.204809226398943,UKESM1-0-LL,"(27.545190088103485, 28.76929599881139)"
183,Altay Prefecture,Temp_max_jul,27.39455782312925,CMCC-ESM2,28.711577223481985,EC-Earth3-Veg,30.082124748047367,UKESM1-0-LL,"(28.389514440403158, 29.324451185020795)"
184,BayanUlgii,Temp_max_jul,17.624025251547987,CMCC-ESM2,19.263034539473683,GFDL-ESM4,20.43696546052632,UKESM1-0-LL,"(18.794439906807344, 19.661545335214566)"
185,Bortala Mongol AP,Temp_max_jul,27.32975768091079,CMCC-ESM2,28.446038677479727,INM-CM5-0,29.58365418356207,UKESM1-0-LL,"(28.16171369484485, 28.98146848460234)"
