,zone,month,min_value,min_model,median_value,median_model,max_value,max_model,confidence_intervals
25,Khovd,Temp_min_jan_std,2.557459252495882,MIROC6,2.968350829601595,MRI-ESM2-0,3.0433329906374498,UKESM1-0-LL,"(2.821366724452592, 2.9944506649175335)"
26,Pavlodar Region,Temp_min_jan_std,1.071994083537295,INM-CM5-0,1.294499079820424,EC-Earth3-Veg,1.5389703345590096,UKESM1-0-LL,"(1.229676719624226, 1.3978361366105228)"
27,Tyva Republic,Temp_min_jan_std,2.3298900230661013,MIROC6,2.411991493607075,BCC-CSM2-MR,2.5152986267621995,MRI-ESM2-0,"(2.3844179488211963, 2.4426973397623652)"
28,Uvs,Temp_min_jan_std,3.227413730699749,MIROC6,3.311256757312851,BCC-CSM2-MR,3.635754239596976,GFDL-ESM4,"(3.2742430451072133, 3.4025601461921093)"
29,Zavkhan,Temp_min_jan_std,2.5159785975612614,ACCESS-CM2,2.7498249863674027,EC-Earth3-Veg,2.970374018254815,GISS-E2-1-G,"(2.665333605429333, 2.8044330971711133)"
30,Almaty Region,Temp_min_feb,-14.337918996794654,CMCC-ESM2,-13.153467699311191,BCC-CSM2-MR,-12.023283519743572,HadGEM3-GC31-LL,"(-13.62031510416428, -12.588774591773685)"
31,Altai Republic,Temp_min_feb,-21.656600634350248,MPI-ESM1-2-HR,-20.27676738046348,MRI-ESM2-0,-18.8169402225726,HadGEM3-GC31-LL,"(-20.73256970798277, -19.722001372246034)"
32,Altai krai,Temp_min_feb,-18.93372295509378,MPI-ESM1-2-HR,-17.63156665888396,ACCESS-CM2,-14.944889923340336,HadGEM3-GC31-LL,"(-18.11986721339324, -16.851073543744402)"
33,Altay Prefecture,Temp_min_feb,-20.427752582514486,GFDL-ESM4,-18.65230536659108,MRI-ESM2-0,-17.769766471403376,HadGEM3-GC31-LL,"(-19.279727185091595, -18.30528805319745)"
34,BayanUlgii,Temp_min_feb,-25.30436580882353,GFDL-ESM4,-24.03092830882353,MRI-ESM2-0,-22.982725425696596,HadGEM3-GC31-LL,"(-24.456599801533635, -23.517103758837884)"
35,Bortala Mongol AP,Temp_min_feb,-17.012600885059264,CMCC-ESM2,-16.237305296709295,EC-Earth3-Veg,-15.000187636462885,ACCESS-CM2,"(-16.551771866425703, -15.703307439503085)"
36,Changji Hui AP,Temp_min_feb,-17.69046488631601,GFDL-ESM4,-15.73514282533529,MIROC6,-14.57409923774099,FIO-ESM-2-0,"(-16.328458422301026, -15.301604917936906)"
37,East Kazakhstan Region,Temp_min_feb,-18.69254377138257,GFDL-ESM4,-17.622438808110285,MRI-ESM2-0,-15.553225309418394,HadGEM3-GC31-LL,"(-18.1421480353351, -16.976581356122697)"
38,Govi-Altai,Temp_min_feb,-20.12741871002132,GFDL-ESM4,-17.769689498933904,UKESM1-0-LL,-16.83820962153518,ACCESS-CM2,"(-18.68842104739576, -17.562268328526823)"
39,Ili Kazakh Autonomous Prefecture,Temp_min_feb,-18.72021011596487,GFDL-ESM4,-17.29472352792164,MIROC6,-16.148131403400136,FIO-ESM-2-0,"(-17.67575553944428, -16.750076523673865)"
40,Khovd,Temp_min_feb,-23.332014595445735,GFDL-ESM4,-21.433254602713177,MIROC6,-20.010543846899225,GISS-E2-1-G,"(-21.955981606792747, -20.749564243311603)"
