,zone,month,min_value,min_model,median_value,median_model,max_value,max_model,confidence_intervals
20,Bortala Mongol AP,Prec_jan_std,4.4252999661962376,MIROC6,4.829913972172568,GISS-E2-1-G,5.712094055946778,BCC-CSM2-MR,"(4.655156102955347, 5.048981941296125)"
21,Changji Hui AP,Prec_jan_std,1.6066022373661624,"['GISS-E2-1-G' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2' 'ACCESS-CM2'
 'MPI-ESM1-2-HR' 'INM-CM5-0' 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",1.6066022373661624,"['GISS-E2-1-G' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2' 'ACCESS-CM2'
 'MPI-ESM1-2-HR' 'INM-CM5-0' 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",2.018798404174025,BCC-CSM2-MR,"(1.5900121438218173, 1.7410548558658885)"
22,East Kazakhstan Region,Prec_jan_std,4.5887670340336815,MIROC6,4.851624663603094,MPI-ESM1-2-HR,6.008333670370409,BCC-CSM2-MR,"(4.734352085931171, 5.238481357731317)"
23,Govi-Altai,Prec_jan_std,0.3442967177579966,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'BCC-CSM2-MR' 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL'
 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",0.3442967177579966,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'BCC-CSM2-MR' 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL'
 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",0.3442967177579966,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'BCC-CSM2-MR' 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL'
 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']","(0.3442967177579966, 0.3442967177579967)"
24,Ili Kazakh Autonomous Prefecture,Prec_jan_std,2.7493929295626467,MIROC6,2.9748706720015985,GFDL-ESM4,3.556369021763724,BCC-CSM2-MR,"(2.9094385316499696, 3.166849073698081)"
25,Khovd,Prec_jan_std,0.8507411128417751,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",0.8507411128417751,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",1.023710680406361,BCC-CSM2-MR,"(0.8350565939658929, 0.893036334419901)"
26,Pavlodar Region,Prec_jan_std,1.7164963209018913,FIO-ESM-2-0,1.8330537756255043,HadGEM3-GC31-LL,2.297082267045263,BCC-CSM2-MR,"(1.7846504355900643, 2.011022351450621)"
27,Tyva Republic,Prec_jan_std,4.576957049026853,MPI-ESM1-2-HR,4.6420820051421705,MRI-ESM2-0,5.2666625795174,BCC-CSM2-MR,"(4.597330825174613, 4.8223858205653425)"
28,Uvs,Prec_jan_std,1.570938803231718,['GISS-E2-1-G' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2' 'INM-CM5-0'],1.5726315612468196,MRI-ESM2-0,1.9612089170467155,BCC-CSM2-MR,"(1.580200516072234, 1.7259414824898978)"
29,Zavkhan,Prec_jan_std,0.8938522409127219,"['GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2' 'ACCESS-CM2'
 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",0.8938522409127219,"['GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2' 'ACCESS-CM2'
 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6' 'UKESM1-0-LL']",1.2147312209488434,BCC-CSM2-MR,"(0.8655677394300949, 0.9728956870442422)"
30,Almaty Region,Prec_feb,15.976607788310714,INM-CM5-0,18.25076723726386,FIO-ESM-2-0,21.27613721612221,BCC-CSM2-MR,"(17.374741399050492, 19.01953199447272)"
31,Altai Republic,Prec_feb,11.674831328835436,GFDL-ESM4,12.76400704018774,MPI-ESM1-2-HR,15.554561454972132,BCC-CSM2-MR,"(12.306823144199697, 13.660119564016117)"
32,Altai krai,Prec_feb,21.245155265001166,GISS-E2-1-G,22.43357459724492,MPI-ESM1-2-HR,27.56844890652969,BCC-CSM2-MR,"(21.832297412181454, 24.242356706367133)"
33,Altay Prefecture,Prec_feb,5.606198034769464,['GISS-E2-1-G' 'GFDL-ESM4'],5.6674225245653815,FIO-ESM-2-0,6.859914336104812,BCC-CSM2-MR,"(5.674307619349092, 6.181245998109288)"
34,BayanUlgii,Prec_feb,1.9777089783281732,['GISS-E2-1-G' 'GFDL-ESM4' 'EC-Earth3-Veg' 'INM-CM5-0'],1.980804953560372,ACCESS-CM2,2.328482972136223,BCC-CSM2-MR,"(1.9747015109083363, 2.095791463609406)"
35,Bortala Mongol AP,Prec_feb,9.386150966936992,INM-CM5-0,10.002495321272614,FIO-ESM-2-0,12.172800998128508,BCC-CSM2-MR,"(9.63659640738406, 10.54719360173346)"
36,Changji Hui AP,Prec_feb,4.170997485331098,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MIROC6' 'UKESM1-0-LL']",4.170997485331098,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MIROC6' 'UKESM1-0-LL']",4.757753562447611,BCC-CSM2-MR,"(4.131609451490377, 4.372839578105342)"
37,East Kazakhstan Region,Prec_feb,17.21936003219964,INM-CM5-0,18.07924129603542,CMCC-ESM2,21.813342724894344,HadGEM3-GC31-LL,"(17.757830712727277, 19.58179806260285)"
38,Govi-Altai,Prec_feb,0.8662046908315565,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",0.8662046908315565,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",0.8747334754797441,BCC-CSM2-MR,"(0.8654313184650396, 0.8682901839131792)"
39,Ili Kazakh Autonomous Prefecture,Prec_feb,6.269927944156722,GFDL-ESM4,6.419837874352623,EC-Earth3-Veg,7.76035802747129,BCC-CSM2-MR,"(6.369829989435916, 6.883344105102735)"
40,Khovd,Prec_feb,1.5151162790697674,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",1.5151162790697674,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",1.6449612403100775,BCC-CSM2-MR,"(1.5056279793357539, 1.549619486376829)"
41,Pavlodar Region,Prec_feb,13.175201869953252,MIROC6,14.168083297917551,UKESM1-0-LL,16.59902252443689,BCC-CSM2-MR,"(13.791174052139613, 14.842926441501888)"
42,Tyva Republic,Prec_feb,6.378680847686324,INM-CM5-0,6.707040241288992,ACCESS-CM2,8.189538852289864,BCC-CSM2-MR,"(6.570351213607789, 7.216664849938158)"
43,Uvs,Prec_feb,2.7288577154308618,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'MPI-ESM1-2-HR'
 'INM-CM5-0' 'MIROC6']",2.7288577154308618,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'MPI-ESM1-2-HR'
 'INM-CM5-0' 'MIROC6']",3.239679358717435,BCC-CSM2-MR,"(2.699119478611334, 2.8686622386693816)"
44,Zavkhan,Prec_feb,1.588890823611353,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",1.588890823611353,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",1.927215740901968,BCC-CSM2-MR,"(1.5583854125332801, 1.6717408950786627)"
45,Almaty Region,Prec_feb_std,3.626680162752905,GFDL-ESM4,4.447668704676224,HadGEM3-GC31-LL,5.397055534625603,BCC-CSM2-MR,"(4.109966879596113, 4.6917468908259785)"
46,Altai Republic,Prec_feb_std,5.577135848569415,GFDL-ESM4,5.97542252001521,MPI-ESM1-2-HR,7.574739588822779,BCC-CSM2-MR,"(5.772353470652199, 6.542836119761523)"
47,Altai krai,Prec_feb_std,4.828216713515288,GFDL-ESM4,5.293412132909388,ACCESS-CM2,6.999232023549936,HadGEM3-GC31-LL,"(5.030314651308924, 5.842726128718272)"
48,Altay Prefecture,Prec_feb_std,2.0124635289528228,['GISS-E2-1-G' 'GFDL-ESM4'],2.150310244534879,FIO-ESM-2-0,2.699015967550657,HadGEM3-GC31-LL,"(2.1163814720542202, 2.4165066319726973)"
49,BayanUlgii,Prec_feb_std,1.2853539159703038,['GISS-E2-1-G' 'GFDL-ESM4' 'EC-Earth3-Veg' 'INM-CM5-0'],1.3012032901144095,ACCESS-CM2,1.7372694462768343,BCC-CSM2-MR,"(1.3042070167715771, 1.4793817681919081)"
50,Bortala Mongol AP,Prec_feb_std,4.215940737439362,INM-CM5-0,4.7291183663165,EC-Earth3-Veg,5.573930839660108,BCC-CSM2-MR,"(4.5196110839857395, 4.982542112032678)"
51,Changji Hui AP,Prec_feb_std,1.5380386463327644,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MIROC6' 'UKESM1-0-LL']",1.5380386463327644,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MIROC6' 'UKESM1-0-LL']",1.962881149867042,MPI-ESM1-2-HR,"(1.5075921528617362, 1.697370865367639)"
52,East Kazakhstan Region,Prec_feb_std,4.213532552470727,FIO-ESM-2-0,4.726089649697722,MPI-ESM1-2-HR,6.739897449126455,HadGEM3-GC31-LL,"(4.377100931343493, 5.25555122112436)"
53,Govi-Altai,Prec_feb_std,0.7213679618289565,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",0.7213679618289565,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'MPI-ESM1-2-HR' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0'
 'MIROC6' 'UKESM1-0-LL']",0.7525232489865811,BCC-CSM2-MR,"(0.71854286550486, 0.7289861792542263)"
54,Ili Kazakh Autonomous Prefecture,Prec_feb_std,2.5919554882526668,GFDL-ESM4,2.859669646893659,EC-Earth3-Veg,3.4123209155631207,BCC-CSM2-MR,"(2.747535519075261, 3.0236343625755646)"
55,Khovd,Prec_feb_std,0.976151767555068,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",0.976151767555068,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'CMCC-ESM2'
 'ACCESS-CM2' 'INM-CM5-0' 'HadGEM3-GC31-LL' 'MRI-ESM2-0' 'MIROC6'
 'UKESM1-0-LL']",1.232125612764165,BCC-CSM2-MR,"(0.9583941191651986, 1.046700862752101)"
56,Pavlodar Region,Prec_feb_std,1.2298616984978297,FIO-ESM-2-0,1.4145528598322994,HadGEM3-GC31-LL,1.5850552780618643,BCC-CSM2-MR,"(1.3038714567913396, 1.4652267186406334)"
57,Tyva Republic,Prec_feb_std,3.3070301514423024,INM-CM5-0,3.673449708546504,FIO-ESM-2-0,4.255281392971592,BCC-CSM2-MR,"(3.530679196772586, 3.8640651872652843)"
58,Uvs,Prec_feb_std,1.4851397840445508,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'MPI-ESM1-2-HR'
 'INM-CM5-0' 'MIROC6']",1.4851397840445508,"['GISS-E2-1-G' 'GFDL-ESM4' 'FIO-ESM-2-0' 'EC-Earth3-Veg' 'MPI-ESM1-2-HR'
 'INM-CM5-0' 'MIROC6']",1.9109086427867092,BCC-CSM2-MR,"(1.4768700759827535, 1.628180602415305)"
