model,years,NAME_EN,Temp_min_jan,Temp_min_jan_std,Temp_min_feb,Temp_min_feb_std,Temp_min_mar,Temp_min_mar_std,Temp_min_apr,Temp_min_apr_std,Temp_min_may,Temp_min_may_std,Temp_min_jun,Temp_min_jun_std,Temp_min_jul,Temp_min_jul_std,Temp_min_aug,Temp_min_aug_std,Temp_min_sep,Temp_min_sep_std,Temp_min_oct,Temp_min_oct_std,Temp_min_nov,Temp_min_nov_std,Temp_min_dec,Temp_min_dec_std
MIROC6,2021 - 2040,Almaty Region,-14.578523537134284,3.3148010634160765,-13.441498158630568,3.358346919826766,-5.768846863704563,4.097776441290125,3.210284282718407,3.93302856536831,9.075483359476232,4.135943648330047,14.311067823774126,4.841552551169426,17.59716207460956,4.938375212128533,15.12457162586101,4.606973511779238,9.551961143695015,3.868308194650361,1.5279751223317193,3.582747962287117,-5.090997536315897,3.714936568986149,-10.256646192798199,3.433150033318366
MIROC6,2021 - 2040,Altai Republic,-21.73750550014667,4.331763748901173,-20.64674391317102,4.056616634793647,-15.967365796421237,3.704215951956806,-5.345056857766207,2.8867455489819482,0.8356848370123203,2.899493891226681,6.024772431431505,2.80510592009803,8.222821254400117,2.8315131732608823,6.255060134936931,2.826144296654218,0.8988119826424538,2.761389395126824,-5.654575892857143,3.464387024310571,-14.072074838662365,3.9911118346343293,-19.66538482692872,4.460677761933429
MIROC6,2021 - 2040,Altai krai,-18.4152779399175,0.9316525971080435,-18.112599959140788,0.8090405797354748,-11.823900449451319,1.0331206701509024,0.4297377379805821,1.2686092310353259,6.834259353840766,1.265958420278513,12.833240913689782,1.600992795659839,15.380208333333334,1.5730361982576582,12.545615174332633,1.2599296793909707,6.506568482955872,1.0456438825650838,-0.02997120683485826,0.8270039713814498,-8.569491667639506,0.7225528999501649,-15.160090279399174,0.7381657361357118
MIROC6,2021 - 2040,Altay Prefecture,-21.15915729717813,2.840783389502026,-18.768052012471657,3.0594149536398527,-10.621201026706979,4.517364689665423,1.421378230111489,4.596884069942506,7.8192741795792395,4.681029767281463,13.24074074074074,4.661707562970249,15.676821538800706,4.827505486546485,13.472561767762661,4.6103002264883095,7.318720080624843,4.2748960821025355,-0.8636306989520345,4.194145371485165,-9.639392794154698,3.9763199325278085,-17.76012928319476,3.5240814106700133
MIROC6,2021 - 2040,BayanUlgii,-25.973623742260063,1.9180092078589834,-24.180277670278638,2.149835742817193,-18.126780185758513,3.0328385248176617,-7.2290713283668735,2.582827322762163,-0.5490092652500967,2.7521459000016413,5.08928865131579,2.8297331888199504,7.05003083881579,2.9597148104047895,5.087306501547988,2.9019529944277873,-0.8401856980456657,2.6396948305737133,-8.774736963041796,2.6248973734778707,-17.446995936532506,2.416845292091554,-24.51266447368421,2.1962754902431727
MIROC6,2021 - 2040,Bortala Mongol AP,-18.784030431222707,2.379155607588428,-16.240798502807237,3.3074569009810455,-7.140985651902683,5.7233145924407,2.247972551466001,6.254674159720749,7.6200245876871495,6.51209284110839,11.947660392623206,6.926773173122248,14.298440667888334,6.676524090797842,12.46543833827199,6.635246116396739,7.412476118995633,5.79358876381349,-0.5043044063499104,5.391450233715146,-7.694822086517467,4.8877714723368,-13.576543492669995,3.2220406466210103
MIROC6,2021 - 2040,Changji Hui AP,-19.14237184356664,1.8954622247437827,-15.73514282533529,1.9880698561196266,-5.331768896034157,3.398542164363982,4.397695050555322,4.2684380122976044,10.782188089375524,4.532791162639396,16.06994905176027,4.986068833493123,18.417896715213747,5.068920457813566,16.54014957041073,4.73871109995015,10.446353730092204,4.101520952281836,1.7892919062369028,3.4706487778948363,-6.88046973229254,2.747450997344973,-14.649120193315172,1.58419519094733
MIROC6,2021 - 2040,East Kazakhstan Region,-18.571296727208694,1.6577178594987698,-17.98572084423425,1.7587879547838656,-11.108367189072247,2.7795860749396253,0.60195212269194,2.661472245406935,6.9804184380660095,2.737900982153757,12.51851086108875,2.9855016264917786,15.35144458140471,2.9543738886467255,12.750724806299054,2.644822017125334,6.434327596724693,2.2535969793406774,-0.8946619431097806,2.036785419358077,-8.884856422318373,1.8699757485372581,-15.19660331555645,1.719670050855663
MIROC6,2021 - 2040,Govi-Altai,-21.40101279317697,2.468780768779973,-18.255745269189767,2.8796410580261584,-10.39844333022388,3.5042018226708858,-1.322899974180437,3.1474266247766494,6.0275373967217485,3.367714474314417,12.113635227878465,3.4415916168128735,14.42044909381663,3.2995205103918814,12.469339685501065,3.3816667071051865,5.757537230143924,3.1191939209111914,-3.1994990171908317,2.728523188482965,-11.726012793176972,2.5804144401664026,-19.068153651385927,2.466454639486511
MIROC6,2021 - 2040,Ili Kazakh Autonomous Prefecture,-20.015853692861967,3.2215019047069315,-17.29472352792164,3.5245462062374497,-8.668368082920514,5.156569632402713,2.026970145026458,5.196515385644874,7.988577671132628,5.474446856547385,12.906856036084216,5.933956901219478,15.298266508106282,6.029391756138927,13.350163075602342,5.707329797396743,7.6207498311191175,5.052985252525989,-0.4823406780391522,4.646791003168752,-8.762097852398108,4.327720299153884,-15.961173229565413,3.786035386205909
MIROC6,2021 - 2040,Khovd,-24.426394440406977,2.557459252495882,-21.433254602713177,2.6587442854322085,-12.230503573158915,3.008214158827035,-1.6787016639413759,3.4218724628250787,5.296763338783915,3.6241480192757694,11.660425750968992,3.856656867596425,13.651589752906977,3.7593662650145756,11.440620457848837,3.664057725703466,5.022267517562985,3.250008696144368,-3.810349291424419,2.8143068669904294,-13.299807715600775,2.2849957000287184,-22.090929324127906,2.2149306370592
MIROC6,2021 - 2040,Pavlodar Region,-18.050977143540162,1.2835394384984133,-18.18361699160646,0.9987908882088482,-10.274649383765405,1.0817729919628274,1.7243095167737994,0.3809947908369669,8.140968643752656,0.49546200396596957,14.853219294517636,0.5702640292188033,17.331597960051,0.6308409702790537,14.016265804292393,0.642581610747165,7.705322991925202,0.5496998634434448,0.3973013330306391,0.5246608057593108,-7.925955562048449,0.538069305454181,-14.807670726200595,1.0231015441045628
