model,years,NAME_EN,Temp_min_jan,Temp_min_jan_std,Temp_min_feb,Temp_min_feb_std,Temp_min_mar,Temp_min_mar_std,Temp_min_apr,Temp_min_apr_std,Temp_min_may,Temp_min_may_std,Temp_min_jun,Temp_min_jun_std,Temp_min_jul,Temp_min_jul_std,Temp_min_aug,Temp_min_aug_std,Temp_min_sep,Temp_min_sep_std,Temp_min_oct,Temp_min_oct_std,Temp_min_nov,Temp_min_nov_std,Temp_min_dec,Temp_min_dec_std
INM-CM5-0,2021 - 2040,Almaty Region,-13.417009437018345,3.350624122619267,-12.08066647343654,3.3515941615503553,-5.704869399167974,4.110308381666211,3.191475248073382,3.922651652008526,8.850275779172065,4.172263651830409,14.203976420241425,4.854993662496681,17.278823612153037,4.99420843546604,14.92196770783605,4.588203486912755,9.111478508831754,3.9176568380847234,1.5593740409534202,3.663611698988741,-4.979315496487758,3.7669845132749926,-9.473484493282411,3.465234337397055
INM-CM5-0,2021 - 2040,Altai Republic,-21.57971545907891,4.438549568170896,-19.023393957172193,4.1934687426430495,-15.265414161044294,3.7487712732541496,-4.977647633103549,3.008638528342488,0.19404510292149457,2.998798971265796,5.280345913391024,2.8449129747811837,7.802068055148137,2.8837346645336424,5.803284962599003,2.8739502909464343,0.2430479005481813,2.8920338344312255,-5.788119454018774,3.5152364557443967,-13.109431147330595,4.195844087470323,-18.845659009240247,4.528760739602044
INM-CM5-0,2021 - 2040,Altai krai,-17.83316308662153,0.8679360932999998,-16.25210619503463,0.8527032998395851,-10.719799449373491,1.2410076022449668,1.6396061038310374,1.4857932130181397,6.737590230757258,1.36762495256567,12.48583547357771,1.6364286781991146,14.976176404778583,1.5523690364691907,12.065289613977741,1.1896229062975465,6.213829870028796,1.0595724562859732,-0.07813838127754348,0.815878164318974,-6.823511922134018,0.795108560912771,-13.485929109269204,0.7604245227359653
INM-CM5-0,2021 - 2040,Altay Prefecture,-20.691558799445705,2.99461501693141,-17.875686964600654,3.0897282526690786,-9.767585506424792,4.701843854296565,0.8311538446397078,4.525922447020079,7.078798185941043,4.716515984340884,12.80803768266566,4.757504940513756,15.351966017888637,4.840069246439842,13.283875818846058,4.500841382010531,7.074779738284202,4.3678318981106825,-0.877802911529195,4.229687410928232,-9.173179051713278,4.042161593185615,-17.003753700554295,3.5728816821835494
INM-CM5-0,2021 - 2040,BayanUlgii,-26.236285797213622,1.7902477101250127,-23.265881385448917,2.109310040097581,-17.54699835526316,3.0788988077397357,-7.677678139512384,2.5598096779617734,-1.2370588084123453,2.8008752516107145,4.408575911861455,2.835074030554562,6.691022276509288,2.966510690388492,4.895975534539474,2.8542373982798566,-1.4060681416892415,2.6337251288342793,-9.007739938080496,2.585989072273153,-17.04043271091331,2.4565058243318636,-23.93842395510836,2.1876802604255916
INM-CM5-0,2021 - 2040,Bortala Mongol AP,-18.31734199547723,2.406608432844696,-15.592451165782908,3.355852488720938,-7.18452949547723,5.725891795610916,2.09744241753743,6.2411719146940765,7.230941496412975,6.473407631969514,11.635495457735496,6.9130167261463145,13.664192870789146,6.662610832174761,12.098877105427324,6.620007778980997,6.786774919097006,5.793927361768017,-0.7859013891190346,5.374864758573644,-7.860761560355583,4.83646871533883,-13.581161299126638,3.193690249512583
INM-CM5-0,2021 - 2040,Changji Hui AP,-18.878519881601004,1.9037489083012262,-15.212594300083822,2.0770667916029963,-5.582292785388726,3.5713536728288715,3.927326314307418,4.255033918215962,10.10217970714585,4.524816020970427,15.733885490884326,4.949682066040944,18.037027517288347,5.0307559285326295,16.430594483445095,4.640183851324145,10.093691881024727,4.10182375570046,1.7396898165732397,3.4617925006558985,-7.008319199235122,2.7771105214808047,-14.930049311085499,1.697102637132521
INM-CM5-0,2021 - 2040,East Kazakhstan Region,-18.053324361038438,1.6866726567138415,-16.25574971070638,1.8618303811920678,-9.963015225649023,2.956578859646454,0.732873798016452,2.5800055936868285,6.501861148495673,2.8442186924200796,12.184122025306904,3.0995264532793536,14.974867616723687,2.9911459325552596,12.451070858070034,2.6047588956682377,6.056520741094788,2.2731008735611398,-0.7384382782627289,2.0424011215623405,-7.9744108786979275,1.8415997186202946,-14.067035935298852,1.7866249362022628
INM-CM5-0,2021 - 2040,Govi-Altai,-21.582002931769722,2.5041914130601075,-17.497398054371,2.6621519353292733,-9.756205023987206,3.308938422540482,-1.6795948410847548,3.309362154610881,5.011396421908316,3.3803475635209055,11.758463819296376,3.5079613658366964,14.394596215351813,3.355807687488882,12.767867970415779,3.473567192313845,5.666151385927505,3.2492532051622303,-3.181471340285181,2.857344550034776,-11.616887659914712,2.4810786085369925,-18.876129397654584,2.3605686134324806
INM-CM5-0,2021 - 2040,Ili Kazakh Autonomous Prefecture,-19.490537393042107,3.4061240217752697,-16.458506318959692,3.713267176742395,-8.146701193424905,5.26142325884333,1.601238481796048,5.135823586567282,7.3700571556237335,5.471163909091676,12.583477292557982,5.949366312001082,14.916138327516325,6.039413177521246,13.171672694775951,5.610327820168751,7.272681054379644,5.143841740020517,-0.6001294863382403,4.685269726289532,-8.669939026964647,4.405206053151102,-15.54759626210313,3.7794853532221855
INM-CM5-0,2021 - 2040,Khovd,-24.776686652131783,2.954943480053592,-20.698063529554265,2.584925011582474,-11.541647741036822,2.9327679480420765,-2.3199419361676354,3.4466739968546154,4.533255359738372,3.6201303419707234,11.243391170058139,3.8405369110450756,13.43949703246124,3.7543094334293357,11.520814407703488,3.629161189695568,4.800465191981589,3.2562444176752363,-3.9078295330668604,2.816338809619823,-13.007597504844961,2.2642940569271865,-21.59164698401163,2.214060523129654
