model,years,NAME_EN,Temp_max_jan,Temp_max_jan_std,Temp_max_feb,Temp_max_feb_std,Temp_max_mar,Temp_max_mar_std,Temp_max_apr,Temp_max_apr_std,Temp_max_may,Temp_max_may_std,Temp_max_jun,Temp_max_jun_std,Temp_max_jul,Temp_max_jul_std,Temp_max_aug,Temp_max_aug_std,Temp_max_sep,Temp_max_sep_std,Temp_max_oct,Temp_max_oct_std,Temp_max_nov,Temp_max_nov_std,Temp_max_dec,Temp_max_dec_std
INM-CM5-0,2021 - 2040,Almaty Region,-3.5082043770885902,3.297157705240819,-2.0954032897428903,2.9093955213746483,5.451006039862238,4.09701956823229,16.607516580849758,5.060560690695358,22.715310219600354,5.639416830130814,28.505055241083,5.9163187002063795,31.682444758917,5.640352319889447,31.031767885153105,5.17622965613799,24.208168519402577,4.871487381857693,15.508825359749029,4.035959706477127,6.8343316297824455,3.4800458841190656,-0.30836794115077065,3.0856084600713762
INM-CM5-0,2021 - 2040,Altai Republic,-11.865033275887358,3.8532349120655702,-8.218450929524787,3.835964021370891,-2.9968173630463477,3.896780588331016,6.425432334445585,4.196019324285416,12.345497442431798,4.379235227226681,18.54498432458199,3.924555713689019,20.597490099735992,3.7629262352646218,19.44496874083309,3.430791505953334,12.98305954825462,3.3168753786661127,4.5695069576855385,3.5648332629257005,-3.56849515987093,3.5705723549087636,-9.587224878080082,3.8461524947570984
INM-CM5-0,2021 - 2040,Altai krai,-8.255879591797028,1.3951719127687585,-5.963343450852206,1.4955475180264401,-0.5497236683058992,1.1683306960883992,12.082434673904585,1.737548350032125,20.274324606973305,1.8336237540006808,26.4305539341583,1.8253424801794618,27.610319869250525,1.3989576125559053,26.08064343528679,1.4414830900196298,18.87170937427037,1.181564043997336,9.673102600396918,1.1290304038144165,0.9509766993053934,1.0685097059395898,-4.934780916802864,1.1405475955374984
INM-CM5-0,2021 - 2040,Altay Prefecture,-9.58542473702444,2.550712742510414,-6.34396553760393,2.6858427107956677,1.153351068436634,4.166048570865551,13.379831388573947,5.9721656583643234,19.913969986142604,6.298079272376472,26.238248771730916,5.905631090571745,28.568668902746285,5.845682394816009,27.704494992441422,5.669432968920401,20.280813019652307,5.349471379437764,10.83168284674981,4.965712136856896,0.8830436001078672,3.7152962558564493,-6.895237898400101,2.698443974374357
INM-CM5-0,2021 - 2040,BayanUlgii,-14.505078125,1.7860655012243551,-10.473808775154799,2.398446617154092,-4.240990833010836,3.167609535639443,4.252260001451238,3.5877318762003108,10.411423664860681,3.9191894454431178,16.856594669117648,3.415010324150839,18.988731133900927,3.2955129373456704,18.16829769736842,3.1249447853543537,11.28297213622291,3.152011673168512,2.824582164280186,3.2607178932018632,-5.505015842685759,2.6014510630320613,-12.030465121904024,1.964138415873298
INM-CM5-0,2021 - 2040,Bortala Mongol AP,-7.522145976294448,2.1670336590711985,-4.671990140556769,2.7752866680351684,3.3285088018558953,5.348608712448407,14.83212628665003,7.597004013083058,20.23524616929195,8.042268959031134,25.66157205240175,8.070341582444707,28.446038677479727,7.813914328720889,28.147723506706175,7.256963390592149,21.020398764036184,6.921943504778193,12.733375896756082,5.513215807696503,3.0150968155411726,3.6903639989317947,-4.037741734248285,2.3750190146680508
INM-CM5-0,2021 - 2040,Changji Hui AP,-7.423470406800083,2.415299936509322,-3.710666141685876,2.5267424246089147,5.188558420211652,3.3818556906653394,17.44096749266555,5.234191070251455,23.86391482868818,5.889204500573,29.393984440486168,6.049866098028779,31.726444624895223,5.9340660290159075,31.128162981978207,5.540701235884455,24.080636394593462,5.057238818310807,14.354589598176865,4.151850234877965,3.4233860933570828,2.680360338465569,-4.802808046940486,1.85210186199012
INM-CM5-0,2021 - 2040,East Kazakhstan Region,-7.9816864560273695,1.6903412882329225,-5.783573782451198,1.6764343172338452,0.7526715440418092,2.6479240369051618,13.330524250352184,3.6040525173419864,20.657562827027572,3.945277689708213,26.861016426846447,3.9535632021151916,28.888546488227007,3.7416261938481687,27.82283281344335,3.60600738357506,20.58209335379352,3.2516752482781093,11.388000132068827,2.804379538663863,2.0564953885968,2.0985089361001323,-4.605791060827128,1.7415180338808656
INM-CM5-0,2021 - 2040,Govi-Altai,-8.984391657782515,2.7919415485830323,-4.261172791178039,3.182224739839252,3.568305237206823,3.9610452202749302,11.987131863006397,4.158866973621355,18.967942097547976,4.2918210805031825,25.253912913113005,4.205363941480764,26.94959355010661,4.192672141724409,25.895852212153518,4.13910222735465,19.297962753198295,4.0289748975505635,10.248848947228145,3.5534966920219473,0.524978605160581,2.766645637948555,-7.049776785714286,2.466441067962849
INM-CM5-0,2021 - 2040,Ili Kazakh Autonomous Prefecture,-8.809378342434137,2.914127684078874,-5.7648782298468815,2.9637086389605103,2.082149334679689,4.6583292024539995,14.136956238741275,6.385755093694497,20.02681335847782,6.920343972440428,25.758815230240938,6.886253797930666,28.25884513623058,6.655837458696996,27.687069001913983,6.259707141838048,20.675637877167304,5.782695706215496,11.617001027358704,5.126142682413127,1.5372550567510133,3.871267875629282,-5.959085527612024,2.9746187015340433
INM-CM5-0,2021 - 2040,Khovd,-13.351666969476744,2.87134957745814,-8.491628058381783,2.4081916993782295,0.9570541500121124,3.2556963553265157,10.489379693556202,4.383643797825421,17.047906068313953,4.771798970768023,23.457751937984497,4.725110011278354,24.98160882994186,4.5800160793969065,24.17085453003876,4.408807177099189,17.185948098352714,4.1920664183704845,8.455775345203488,3.7917614630234544,-1.5727325202882751,2.552227837395371,-10.70246108890504,2.2008841854773924
INM-CM5-0,2021 - 2040,Pavlodar Region,-9.269474806098598,1.069909704267037,-7.4115598770187,1.2591139212912323,-0.20936039099022524,1.3917111365744106,14.328081837016574,1.064609977008066,22.31046469932002,0.7486124669755179,29.138324080960476,0.7394251386326405,29.880016866765832,0.8298056462025637,27.81316404589885,0.7795311519172803,20.044932665745858,0.8992245491475845,10.387005949851254,0.7064529258903552,1.11253720732177,0.9826210084796194,-4.994146020372928,1.022354654655669
