model,years,NAME_EN,Prec_jan,Prec_jan_std,Prec_feb,Prec_feb_std,Prec_mar,Prec_mar_std,Prec_apr,Prec_apr_std,Prec_may,Prec_may_std,Prec_jun,Prec_jun_std,Prec_jul,Prec_jul_std,Prec_aug,Prec_aug_std,Prec_sep,Prec_sep_std,Prec_oct,Prec_oct_std,Prec_nov,Prec_nov_std,Prec_dec,Prec_dec_std
INM-CM5-0,2021 - 2040,Almaty Region,20.119007024483395,3.952449869403501,15.976607788310714,3.754403415897349,22.869876560049104,7.931102611216871,35.316715542522,13.498230307826432,39.29352792743641,18.539474348119214,37.51742481074814,21.26422290481862,31.7512787287731,19.184890124944015,20.30218918365955,16.465447444253282,19.470162995294277,13.290717166950376,30.72481756802837,10.633493075682525,27.601036622792062,6.985649226313647,23.091932073927573,5.564205389015904
INM-CM5-0,2021 - 2040,Altai Republic,13.37078322088589,5.612194168226147,12.147403930771487,5.761476476005884,13.552508066881783,6.400715232475815,39.01305368143151,16.34701712663353,67.22983279554121,26.393236653351263,71.58521560574948,19.250083296262204,82.31578175418011,20.068016939506347,61.30830155470812,18.901544906259815,59.59592255793488,20.94034524683116,41.37136990319742,17.512622491353373,25.927104722792606,11.382137811876902,20.581548841302435,8.723626883828087
INM-CM5-0,2021 - 2040,Altai krai,25.34508522063974,4.945165046554767,21.91158845046307,5.049968730217956,17.514203439956418,5.033235774396707,32.061016421511404,12.031912592192498,52.373180792279555,17.77373024045656,55.12195501595455,14.67945275865696,70.38695618336057,10.623631668928281,47.33730251381431,12.865632001612996,42.54331076348354,14.610282632204486,41.82753521674839,12.322412151681922,33.834695307027786,9.162785710820753,31.46766285314032,9.34212704286723
INM-CM5-0,2021 - 2040,Altay Prefecture,6.797430083144369,2.7820888898075573,5.606324011085916,2.0128324317782087,7.774124464600655,2.565935863139441,16.870622323003275,5.346758060671019,21.235827664399093,8.332218599759944,23.238977072310405,9.604090606279387,32.00869236583522,11.067934251018908,18.98626858150668,7.701713441266905,20.782690854119426,6.910580851501145,16.91143864953389,6.635250441512752,13.945452254976065,4.3492842772882465,10.877299067775258,4.450994171773271
INM-CM5-0,2021 - 2040,BayanUlgii,2.290092879256966,1.4617076162694544,1.9777089783281734,1.2853539159703038,5.0814241486068115,3.185667664267066,12.436222910216719,6.578846905078871,17.756346749226005,6.457799299535227,33.71888544891641,5.578562127835688,42.7359133126935,6.718205339924446,25.75510835913313,5.299082539671571,19.180185758513932,6.433107379309711,10.261919504643963,5.672551260373945,4.756656346749226,2.886004012564815,3.1325077399380805,2.086465799306051
INM-CM5-0,2021 - 2040,Bortala Mongol AP,10.144728633811603,4.926181404449284,9.386150966936993,4.215940737439362,17.179039301310045,6.407439517711259,28.287585776668745,11.799648507536451,41.442295695570806,17.054487051910066,45.88771054273238,20.32084793560584,39.73611977542109,19.94945857618313,27.727386150966936,14.635344372299658,26.328758577666875,12.509004722402336,22.977542108546476,9.256960811516038,16.082345601996256,7.839354403749303,12.399875233936369,6.240385242071318
INM-CM5-0,2021 - 2040,Changji Hui AP,4.408843252305113,1.6066022373661624,4.170997485331098,1.5380386463327644,6.745808885163454,2.464699057786432,14.01173512154233,4.631186938890418,18.393545683151718,9.277424414862072,22.833612740989103,11.911185446893267,26.953478625314332,13.713079459086481,17.86462699077955,11.599496233642032,17.79316848281643,8.028277471812046,11.52661357921207,3.9699104040238167,7.766345347862531,2.8156726331309985,6.018650461022632,2.3351490808674615
INM-CM5-0,2021 - 2040,East Kazakhstan Region,19.728667739987927,4.649507106928593,17.21936003219964,4.493222855936008,16.090963976655264,3.70193784226531,31.22549808814651,9.21174110351715,42.10635942845643,13.258842279007835,38.51408734151741,9.991833694009573,47.00623867981485,12.92118395067751,25.296437915073454,11.757480475956696,27.670909639766553,12.911202723349163,32.89253370899577,8.652746194341054,30.744264439525054,6.772044777481036,24.587190581605956,5.930239024899161
INM-CM5-0,2021 - 2040,Govi-Altai,0.9192963752665245,0.3442967177579966,0.8662046908315565,0.7213679618289565,2.1244136460554373,1.876456343444818,5.105330490405117,3.7464970629360512,5.862899786780384,3.655554658893468,16.566950959488274,7.065434003252132,27.9182302771855,9.01154366666116,21.053944562899787,7.70248142147058,8.842857142857143,4.125695281955418,3.688592750533049,2.886469047704991,1.1424307036247334,1.0075256577154459,0.785501066098081,0.6141914567309216
INM-CM5-0,2021 - 2040,Ili Kazakh Autonomous Prefecture,6.813217743751407,2.9296166102578685,6.269984237784283,2.592069074961354,9.866527809052016,4.271379444577849,19.71447872100878,7.22935388096297,28.90401936500788,13.405287014464813,31.70648502589507,16.359948589875714,36.35222922765143,15.173430892544038,24.214985363656833,12.835640126126656,22.95564062148165,9.153409450668649,17.67344066651655,6.744394911116509,12.871875703670344,4.982610997914519,10.031299256924116,4.283802996874345
INM-CM5-0,2021 - 2040,Khovd,1.5701550387596899,0.8507411128417751,1.5151162790697674,0.9761517675550679,3.793217054263566,2.420934320442254,9.273062015503877,4.826249599606766,11.772868217054263,4.477675060103576,22.74108527131783,7.544443125771453,32.70251937984496,9.43258790486247,21.308527131782945,6.3115930126863375,11.934496124031007,4.273359417963958,6.740891472868217,3.522919747363172,3.845736434108527,1.8758567139185165,2.1292635658914727,1.1399018386908806
INM-CM5-0,2021 - 2040,Pavlodar Region,17.009031024224395,1.7401972535895,13.932957926051849,1.523184491675203,9.952188695282619,1.3979101073304019,17.605609859753507,1.7770441979688474,28.501381215469614,2.324251339375524,36.110709732256694,1.553297373476589,50.892902677433064,2.678003096383287,30.290905227369315,4.4703478536680565,23.735975350616236,2.558929324700112,26.6288780280493,1.5784712538909245,21.694326391840203,1.8165895407126833,17.753399915002124,1.6994362081888659
INM-CM5-0,2021 - 2040,Tyva Republic,8.88943566949758,4.585761375005458,6.378680847686324,3.3070301514423024,9.115723470116675,4.614732884840254,20.97563298674498,8.895061236444953,35.19295182157314,11.850290879544533,53.098658623700295,11.06494105971074,89.12366060798476,21.201240659598472,59.46686244940074,14.784125134291774,38.13850305579808,10.285237912252224,20.70600841336614,9.021651405145677,15.986586237002937,7.7066767895241215,13.135169457893484,6.875607219290211
INM-CM5-0,2021 - 2040,Uvs,3.0741482965931866,1.570938803231718,2.7288577154308618,1.4851397840445508,4.249298597194389,2.4654678201433415,9.91002004008016,4.68859100058223,13.644689378757516,4.9303573603857185,29.29919839679359,5.957099413772493,48.20881763527054,9.544982755165272,33.076753507014026,7.336208871247319,17.937274549098195,5.492158135810644,9.508416833667335,4.391354835717966,7.4839679358717435,3.7971674242611013,5.264128256513026,2.428367709191764
INM-CM5-0,2021 - 2040,Zavkhan,1.6834407104300888,0.8938522409127219,1.588890823611353,0.6378249697746077,3.647222705902838,1.4975325461075721,11.004527250565907,3.658642702863068,13.555632944454118,4.781777603862697,31.869232108654014,8.914502808304874,52.666202333275294,13.573303412800344,38.83597422949678,7.853520198592242,19.233675779209474,5.34119520361147,9.115967264495907,3.213532617867037,4.352429044053631,1.6653030147956527,3.2826049103256136,1.8418364541099286
